Repository,Title,Body,Link
2019.1-ADA,Resultados Sprint 12,"## Descrição da Issue
* Documentação dos Resultados da Sprint 12",https://github.com/fga-eps-mds/2019.1-ADA/issues/282
2019.1-ADA,"US40 - Eu, como usuário, desejo poder recadastrar meu repositório do Gitlab para o utilizar a Ada em outro repositório.","## Descrição da Issue
Deve-se criar métodos para o recadastramento de repositório pelo usuário, do gitlab.

### Tasks: 
- [x] Métodos para o recadastramento do repositório no Gitlab;
- [x] Fluxo de conversa de recadastramento na Ada.

### Critérios de aceitação
- [x] Recadastramento do Gitlab ocorrendo com sucesso;
- [x] Fluxo de conversa intuitivo e natural na Ada pelo telegram.
- [ ] Testes.",https://github.com/fga-eps-mds/2019.1-ADA/issues/278
2019.1-ADA,Revisar fluxos para incluir também intenções do estilo comando,"## Descrição da Issue
Conforme notado no #267 Teste em Uso, há vezes que desenvolvedores, acostumados a interagirem com tecnologias através de comandos, tentam replicar esse comportamento junto a Ada. Portanto, talvez seja interessante incorporar às intents tal comportamento.

### Tasks: 
- [ ] Revisar intents e incorporar comportamentos do estilo comando

### Critérios de aceitação
- [ ] Validado pelo PO
",https://github.com/fga-eps-mds/2019.1-ADA/issues/277
2019.1-ADA,Aprimorar fluxo de conversa para monitoramento do estado da aplicação,"## Descrição da Issue
Durante a realização do #267 Teste em Uso, verificou-se que a Ada, ao perguntar se o usuário quer que ela monitore sua aplicação, não é muito clara. Na realização do teste, a princípio o usuário entendeu a pergunta como outra coisa coisa, depois, vendo o que era de fato, tentou cancelar o pedido, e no que, finalmente, não foi compreendido pela Ada. Imagem desse exemplo no comentário a seguir.

### Tasks: 
- [x] Deixar a pergunta e informações sobre o monitoramento do estado da aplicação mais claros

### Critérios de aceitação
- [x] Validado pelo PO
",https://github.com/fga-eps-mds/2019.1-ADA/issues/276
2019.1-ADA,Garantir que o usuário se cadastre antes de fazer pedidos a Ada,"## Descrição da Issue
Conforme notado no #267 Teste em Uso, mesmo que o usuário ainda não tenha se cadastrado, a Ada tenta executar seus pedidos, por exemplo, geração do relatório dos repositórios. O objetivo dessa issue é trazer meios para garantir que o usuário se cadastre antes de realizar as atividades.

Contudo, é importante destacar que não se deve obrigar o usuário a se cadastrar tanto no GitHub quanto no GitLab para utilizar a Ada, apenas o que ele desejar usar deve ser necessário.

O ideal é que, quando o usuário pedir algo do GitHub, por exemplo, criar uma issue, sem ter repositório do GitHub cadastrado, a Ada oriente-o para tal. O mesmo para o GitLab. Atenção: se o usuário tentar criar uma issue, com repositório do GitHub cadastrado mas sem repositório do GitLab, a funcionalidade deve ser executada normalmente, afinal apenas o GitHub é necessário para tal.

### Tasks: 

### Critérios de aceitação
- [x] Ada não tenta executar ações relacionadas aos repositórios sem que um esteja cadastrado
- [x] Quando o usuário tentar solicitar algo relacionado a um repositório que ele ainda não tenha cadastrado, Ada orientá-lo para o cadastro",https://github.com/fga-eps-mds/2019.1-ADA/issues/275
2019.1-ADA,Aprimorar fluxo de conversa de retorno de colaboradores,"## Descrição da Issue
No teste em uso realizado (#267), o fluxo de conversa quando se quer saber quem está colaborando no projeto (conforme história #234) não foi muito efetivo. O objetivo dessa issue é aprimorá-lo através de, por exemplo, criação de novas intents.

### Tasks: 
- [x] Criar novas intents para o retorno dos colaboradores

### Critérios de aceitação
- [x] Validação pelo PO do fluxo atualizado",https://github.com/fga-eps-mds/2019.1-ADA/issues/274
2019.1-ADA,Aprimorar ajuda da Ada,"## Descrição da Issue
Atualmente, a ajuda da Ada está desatualizada e, segundo os resultados do #267 Teste em Uso, pode ser aprimorada, guiando melhor o usuário.

### Tasks: 
- [x] Atualizar ajuda com as funcionalidades já existentes na Ada
- [x] Segundo o teste em uso, há vezes em que usuário tenta pedir coisas a Ada da maneira exata que está escrita nos tópicos da sua mensagem de ajuda. Portanto, deve-se estruturar o texto (ou adicionar intents com o texto da ajuda) para que, quando ocorrer dos usuários copiarem o tópico da mensagem, receberem a resposta adequada

> Nota: Muitas delas já funcionam da maneira que está, mas como foi identificada essa possibilidade, é importante que verifiquemos cada tópico de ajuda.

### Critérios de aceitação
- [x] Ajuda atualizada com as principais funcionalidades atuais da Ada
- [x] Ada retornar resposta adequada sempre que um pedido por enviado da maneira que está escrita na mensagem de ajuda",https://github.com/fga-eps-mds/2019.1-ADA/issues/273
2019.1-ADA,"US41 - Eu, como usuário, desejo poder me cadastrar em  repositórios  de organizações do Github para poder utilizar todos os repositórios em que eu contribuo.","## Descrição da Issue
Implementar o cadastro de repositório de organização. Assim, ao se cadastrar no GitHub, o usuário receberá todos os repositórios em que ele está cadastrado para trabalhar com a Ada.
### Tasks: 
- [x] Estudar uma maneira de apresentar os repositórios de organizações nos quais o usuário está cadastrado.
- [x] Implementar no microserviço Ada-GitHub o método para que sejam retornados os repositórios de organizações.

### Critérios de aceitação
- [x] Ada apresentar todos os repositórios dos quais o usuário faz parte tanto no cadastro quanto no recadastro de repositório do Github.

",https://github.com/fga-eps-mds/2019.1-ADA/issues/272
2019.1-ADA,Teste em Uso Sprint 12,"## Descrição da Issue
Consiste na realização de testes em uso com potenciais usuários a fim de levantar possíveis melhorias e analisar a recepção da Ada pelo público.

### Tasks: 
- [x] Planejar realização dos testes em uso
- [x] Registrar e reportar resultados
- [x] Criar issues com as melhorias levantadas

### Critérios de aceitação
- [x] Teste em uso realizado
- [x] Dados coletados e reportados
- [x] Issues de melhoria criadas
",https://github.com/fga-eps-mds/2019.1-ADA/issues/267
2019.1-ADA,Mockar testes do serviço do GitHub,"## Nome da Issue
Aplicar Mock nos testes do serviço do GitHUb
## Descrição da Issue
Aplicar o Mock nos testes já feitos para que o serviço não dependa de partes externas, como o próprio github, para a execução dos mesmos.
### Tasks: 

- [x] Aplicar mock em todos os testes;
- [x] Todos os testes estarem rodando.

### Critérios de aceitação

- [x] Testes funcionando offline;
- [x] Cobertura de testes acima de 95%;
- [x] Code climate no mesmo nível.",https://github.com/fga-eps-mds/2019.1-ADA/issues/266
2019.1-ADA,Melhoria no fluxo de conversa,"## Melhoria no fluxo de conversa

## Descrição da Issue


### Tasks: 

- [x] Evitar que a Ada entre em um fluxo diferente ou não entenda quando o usuário der /start e /help.
- [x] Remover slots desnecessários.
- [x] Corrigir botões de repositórios que não são enviados.

### Critérios de aceitação

- [x] Validação do fluxo de conversa com o P.O.
",https://github.com/fga-eps-mds/2019.1-ADA/issues/265
2019.1-ADA,"Melhorar comentário da Issue, por meio de reply","## Melhorar comentário da Issue, por meio de *reply*

## Descrição da Issue
Essa *issue* é uma melhoria da [US17](https://github.com/fga-eps-mds/2019.1-ADA/issues/227), referente ao usuário comentar em uma *issue* pela ADA. Nessa nova *issue* de melhoria, pretende-se fazer esse comentário por meio de um *reply* na mensagem de notificação de uma *issue*

### Tasks: 

- [x] Acessar a mensagem a partir da qual o *reply* foi feito para pegar o número da *issue*
- [x] Com o número da issue fazer a requisição;
- [x] Mudar a maneira de como a ADA entende a *intent*.

### Critérios de aceitação

- [x] Passar em todos os testes unitários;
- [x] Validar fluxo de conversa com o P.O;
- [x] Fazer com que a ADA comente a *issue* por meio do *reply*.
",https://github.com/fga-eps-mds/2019.1-ADA/issues/263
2019.1-ADA,"US39 - Eu, como usuário, desejo poder recadastrar meu repositório do Github para o utilizar a Ada em outro repositório.","## Descrição da Issue
Deve-se criar métodos para o recadastramento de repositório pelo usuário, do github.

### Tasks: 
- [x] Métodos para o recadastramento do repositório no Github;
- [x] Fluxo de conversa de recadastramento na Ada.

### Critérios de aceitação
- [x] Recadastramento do Github ocorrendo com sucesso;
- [x] Fluxo de conversa intuitivo e natural na Ada pelo telegram.
- [x] Testes.",https://github.com/fga-eps-mds/2019.1-ADA/issues/262
2019.1-ADA,Planejamento Sprint 12,"## Descrição da Issue
* Documentação do Planejamento da Sprint 12",https://github.com/fga-eps-mds/2019.1-ADA/issues/261
2019.1-ADA,Resultados Sprint 11,"## Descrição da Issue
* Documentação dos Resultados da Sprint 11",https://github.com/fga-eps-mds/2019.1-ADA/issues/260
2019.1-ADA,Atualizar readmes dos repositórios,"## Descrição da Issue
Realizar atualização dos readmes dos três repositórios

### Tasks: 
- [x] Adicionar badge do codeclimate nos três repositórios
- [x] Adicionar todas variáveis de ambiente ao readme

### Critérios de aceitação
- [x] Badge do codeclimate em todos os repositórios
- [x] Todas as variáveis de ambiente no readme
- [x] Guia de community estar com checks em todos items
",https://github.com/fga-eps-mds/2019.1-ADA/issues/255
2019.1-ADA,Cadastrar Repositório de Organização do GitLab,"## Descrição da Issue
Implementar na Ada uma maneira de cadastrar um repositório de organizações, e não apenas os repositórios pertencentes ao usuário.

### Tasks: 
- [x] Estudar uma maneira de obter os repositórios de organizações do usuário;
- [x] Implementar no microserviço do GitLab os métodos para obter os repositórios de organizações do usuário;
- [x] Melhorar o retorno nos botões de cadastro do repositório na Ada, apresentando também os repositórios de organizações.


### Critérios de aceitação
- [x] Apresentação correta dos repositórios de organizações do usuário;
- [x] Salvar corretamente o repositório no banco de dados e relacionar aquele repositório ao usuário dele.
",https://github.com/fga-eps-mds/2019.1-ADA/issues/254
2019.1-ADA,Planejamento Sprint 11,"## Descrição da Issue
* Documentação do Planejamento da Sprint 11",https://github.com/fga-eps-mds/2019.1-ADA/issues/253
2019.1-ADA,Realizar Mock de testes do repositório Ada-gitlab,"## Descrição da Issue
Essa issue consiste na realização do Mock de todos os testes do repositório [Ada-gitlab](https://github.com/fga-eps-mds/2019.1-ADA-gitlab).

### Tasks: 
- [x] Estudar mocks
- [x] Implementar mocks garantindo que os testes não dependam de requisições externas

### Critérios de aceitação
- [x] Cobertura de testes igual ou maior
- [x] Capacidade de executar os testes offline (_ie._, sem requisições)",https://github.com/fga-eps-mds/2019.1-ADA/issues/251
2019.1-ADA,"US25 - Eu, como usuário, desejo receber notificação de revisão de Pull Requests","## Descrição da Issue
Eu, como usuário, desejo que a Ada me notifique quando alguém solicitado realizar a revisão de um Pull Request que esteja no meu nome.
### Tasks: 
- [x] Montar fluxo de conversa no GitHub;
- [x] Tratar Json recebido de acordo com evento disparado.

### Critérios de aceitação
- [x] O usuário deve ser notificado por via do telegram;
- [x] Passar nos testes;
- [x] Fluxo de conversa validado pelo PO.",https://github.com/fga-eps-mds/2019.1-ADA/issues/248
2019.1-ADA,"US36 - Eu, como usuário, desejo que a Ada me informe quando uma issue for criada.","## Descrição da Issue
Eu, como usuário, desejo que a Ada me informe quando uma issue for criada no repositório cadastrado.

### Tasks: 

- [x] Elaborar fluxo de conversa
- [x] Tratar json recebido de acordo com o evento disparado.

### Critérios de aceitação

- [x] Testes feitos
- [x] Mensagens validadas
- [x] Notificação funcionando",https://github.com/fga-eps-mds/2019.1-ADA/issues/247
2019.1-ADA,"US33 - Eu, como usuário, desejo que a Ada me informe quando um comentário de issue for feito.","## Descrição da Issue
Eu, como usuário, desejo que a Ada me informe quando um comentário de issue for feito no repositório cadastrado.

### Tasks: 

- [x] Elaborar fluxo de conversa
- [x] Tratar json recebido de acordo com o evento disparado.

### Critérios de aceitação

- [x] Testes feitos
- [x] Mensagens validadas
- [x] Notificação funcionando",https://github.com/fga-eps-mds/2019.1-ADA/issues/246
2019.1-ADA,"US38 - Eu, como usuário, desejo que a Ada me informe quando um pull request for aberto para que eu tenha conhecimento do andamento do projeto.","## Descrição da Issue
Eu, como usuário, desejo que a Ada me informe quando um pull request for aberto para que eu tenha conhecimento do andamento do projeto.

### Tasks: 
- [x] Elaborar fluxo de conversa
- [x] Tratar json recebido de acordo com o evento disparado.

### Critérios de aceitação

- [x] Testes feitos
- [x] Mensagens validadas
- [x] Notificação funcionando
",https://github.com/fga-eps-mds/2019.1-ADA/issues/245
2019.1-ADA,"US37 - Eu, como usuário, desejo que a Ada me informe quando um pull request receber uma solicitação de revisão para que eu tenha conhecimento do andamento do projeto.","## Descrição da Issue
Eu, como usuário, desejo que a Ada me informe quando um pull request receber uma solicitação de revisão para que eu tenha conhecimento do andamento do projeto.
### Tasks: 

- [x] Elaborar fluxo de conversa
- [x] Tratar json recebido de acordo com o evento disparado.

### Critérios de aceitação

- [x] Testes feitos
- [x] Mensagens validadas
- [x] Notificação funcionando
",https://github.com/fga-eps-mds/2019.1-ADA/issues/244
2019.1-ADA,"US25 - Eu, como usuário, desejo que a Ada me informe quando um pull request criado por ou atribuído a mim receber uma revisão para que eu possa fazer as alterações necessárias.","## Descrição da Issue
Eu, como usuário, desejo que a Ada me informe quando um pull request criado por ou atribuído a mim receber uma revisão para que eu possa fazer as alterações necessárias.

### Tasks: 

- [x] Elaborar fluxo de conversa
- [x] Tratar json recebido de acordo com o evento disparado.

### Critérios de aceitação

- [x] Testes feitos
- [x] Mensagens validadas
- [x] Notificação funcionando

",https://github.com/fga-eps-mds/2019.1-ADA/issues/243
2019.1-ADA,Resultados Sprint 10,"## Descrição da Issue
* Documentação dos Resultados da Sprint 10
",https://github.com/fga-eps-mds/2019.1-ADA/issues/242
2019.1-ADA,Planejamento Sprint 10,"## Descrição da Issue
* Documentação do Planejamento da Sprint 10",https://github.com/fga-eps-mds/2019.1-ADA/issues/236
2019.1-ADA,"US20 - Eu, como usuário, desejo que a Ada me informe as issues alocadas para um dos colaboradores que eu informar para auxiliar no gerenciamento de atividades.","
## Descrição da Issue
A Ada irá informar quais issues estão designadas para certo usuário a partir da solicitação do usuário pelo telegram

### Tasks: 
- [x]  Implementar a nova intent relacionada a essa história, bem como as mensagens prontas(utters), a nova action e os dados de treinamento;
- [x]  Implementar a funcionalidade no microserviço do Github e fazer a integração correta entre os microserviços (Ada e Ada-Github), para que, ao fornecer o username desejado do github, o usuário receba quais issues estão designadas ao mesmo.

### Critérios de aceitação
- [x]  Ada entender corretamente e de forma natural que o usuário deseja saber quais issues estão designadas à certo desenvolvedor.
- [x] Retornar corretamente ao usuário as issues de acordo com a entrada de username que ele passar.",https://github.com/fga-eps-mds/2019.1-ADA/issues/235
2019.1-ADA,"US34 - Eu, como usuário, desejo que a Ada me informe os colaboradores do projeto para auxiliar no gerenciamento de atividades.","## Nome da Issue
US34 Eu, como usuário, desejo que a Ada me informe os colaboradores do projeto para auxiliar no gerenciamento de atividades.

## Descrição da Issue
Como parte de um time de desenvolvimento de um software, o usuário pode querer saber quem são os outros colegas de trabalho dele, ou seja, ou outros colaboradores do projeto.
Dessa forma, ele pode perguntar isso para a Ada, e ela deve buscar essas informações e retornar ao usuário.

### Tasks: 

- [x] Implementar a nova intent relacionada a essa história, bem como as mensagens prontas(utters), a nova action e os dados de treinamento;
- [x] Criar esse novo serviço da Ada, a partir da ada-github, contruindo uma rota adequada para a funcionalidade e o código para gerar a resposta para a Ada;
- [x] Receber a resposta da ada-github e repassar ao usuário de forma mais natural possível e sabendo das possíveis respostas a serem recebidas ;

### Critérios de aceitação

- [x] Funcionalidade funcionando conforme o esperado pelos desenvolvedores e pelos usuários;
- [x] Fluxo de conversa validado pelo PO;
- [x] Sucesso dessa pipeline no GitLab CI da Ada;
- [x] Sucesso dos testes unitários dessa funcionalidade.",https://github.com/fga-eps-mds/2019.1-ADA/issues/234
2019.1-ADA,"US35 - Eu, como usuário, desejo que a Ada cadastre a minha url do deploy do meu projeto.","Nessa issue deve ser feito o cadastro da url (deploy do usuário).

### Tasks: 
Todas as atividades a serem realizadas devem estar elencadas em tópicos e ao serem finalizadas devem receber um check.

- [x] Deve ser adicionado um fluxo de conversa para o usuário.
- [x] Deve ser cadastrado a url do usuário.

### Critérios de aceitação

- [x] O usuário deve ser capaz de cadastrar seu url.
",https://github.com/fga-eps-mds/2019.1-ADA/issues/232
2019.1-ADA,Cronjob para verificar o deploy,"Nessa issue deve ser feito um cronjob que verifique constantemente o deploy do usuário, para saber se o serviço está no ar.

### Tasks: 
Todas as atividades a serem realizadas devem estar elencadas em tópicos e ao serem finalizadas devem receber um check.

- [x] Criar script que verifica a url.
- [x] Criar cronjob para agendar o período em que deve ser verificado

### Critérios de aceitação

- [x] Verificação do estado do deploy funcionando.

",https://github.com/fga-eps-mds/2019.1-ADA/issues/231
2019.1-ADA,Realizar deploy do github,"## Descrição da Issue
Configurar o ci do serviço do github, possuindo os jobs de test, build e deploy.

### Tasks:
- [x] Realizar mirror do repositório no github
- [x] Configurar arquivo .gitlab-ci.yml
- [x] Atualizar configurações no rancher

### Critérios de aceitação
- [x] Funcionalidades do serviço do github nos ambientes de produção e homologação
- [x] Possuir badges de integração contínua e cobertura no repositório",https://github.com/fga-eps-mds/2019.1-ADA/issues/230
2019.1-ADA,Garantir exclusão do banco após execução de testes,"## Descrição da Issue
Atualmente o banco não é excluído após a realização dos testes, o que faz com que diversos drops sejam necessários na escrita de testes. Essa issue tem o objetivo de corrigir isso, minimizando o trabalho necessário para a escrita de novos testes e diminuindo a quantidade de linhas dos atuais.

### Tasks: 
- [x] Atualizar setUp na classe base de testes bem como nas classes filhas
- [x] Criar método tearDown para exclusão do banco
- [x] Refatorar um dos métodos a partir disso a fim de guiar a refatoração do repositório do GitLab na issue #209 

### Critérios de aceitação
- [x] Banco deletado após execução de testes
- [x] Um exemplo refatorado para guiar a refatoração em #209 
",https://github.com/fga-eps-mds/2019.1-ADA/issues/229
2019.1-ADA,Corrigir configuração de testes,"## Descrição da Issue
Atualmente a cobertura de testes está grandemente afetada por um erro nas configurações que fazem com que declarações de métodos e importações sejam considerados como linhas de código não testadas. Além disso, a ferramenta de integração contínua não está funcionando em sua totalidade pois a conexão ao MongoDB está falhando. Essa issue visa corrigir isso.

### Tasks: 
- [x] Corrigir configuração de cobertura de testes para que imports e declarações de métodos passem a ser contabilizados
- [x] Corrigir configuração do GitLab CI para que a conexão ao MongoDB funcione

### Critérios de aceitação
- [x] Cobertura de testes corrigida
- [x] Conexão ao MongoDB corrigida no GitLab permitindo que este apresente a cobertura de código no site bem como na badge do README
",https://github.com/fga-eps-mds/2019.1-ADA/issues/228
2019.1-ADA,"US17 - Eu, como usuário, desejo que a Ada faça um comentário na issue por mim para entrar em contato com os mantenedores do repositório de maneira mais fácil.","## Descrição da Issue
Implementar no Microserviço AdaGithub e no AdaRasa a funcionalidade de comentar uma issue a partir da conversa pelo telegram.

### Tasks: 
- [x] Implementação dos métodos de criação no GitHub
- [x] Implementação do fluxo de conversa no AdaRasa

### Critérios de aceitação
- [x] Ada comenta em issues
",https://github.com/fga-eps-mds/2019.1-ADA/issues/227
2019.1-ADA,Resultados Sprint 9,"## Descrição da Issue
* Documentação dos Resultados da Sprint 9
",https://github.com/fga-eps-mds/2019.1-ADA/issues/225
2019.1-ADA,Atualizar Estimativa de Custo no TAP,"## Descrição da Issue
Atualizar a Estimativa de Custo no Termo de Abertura do Projeto de acordo com as considerações dos monitores e da professora, embutindo riscos e lucro. 

### Tasks: 
- [x] Analisar o contexto do projeto considerando riscos e lucros
- [x] Atualizar no Termo de Abertura do Projeto
- [x] Validar com a Professora

### Critérios de aceitação
- [x] Estar coerente com o projeto
- [x] Validado pela Professora
",https://github.com/fga-eps-mds/2019.1-ADA/issues/220
2019.1-ADA,Criar webhook GitHub,"## Descrição da Issue
Criação de webhook para eventos no github

### Tasks: 
Todas as atividades a serem realizadas devem estar elencadas em tópicos e ao serem finalizadas devem receber um check.
- [x] Criar endpoint para receber webhook
- [x] Adicionar webhook via github API 

### Critérios de aceitação
- [x] Endpoint receber notificação assim que uma issue for criada
- [x] Endpoint receber notificação assim que um pull request for criada",https://github.com/fga-eps-mds/2019.1-ADA/issues/218
2019.1-ADA,Atualizar informações sobre a release 1.0.0,"## Descrição da Issue
Consiste na atualização das informações da release 1.0.0, criada pela professora Carla.

### Tasks: 
- [x] Escrever descrição da release
- [x] Descrever funcionalidades de release
- [x] Descrever bugs encontrados
- [x] Editar tags

### Critérios de aceitação
- [x] Validado e aceito pelo PO
",https://github.com/fga-eps-mds/2019.1-ADA/issues/216
2019.1-ADA,Criar EVM,"## Descrição da Issue
Criar tabela para a Análise de Valor Agregado (EVM), estudar e adaptar para o projeto.

### Tasks: 
- [x] Estudar EVM
- [x] Avaliar a melhor forma para a adaptação para o projeto ADA
- [x] Criação de tabelas e gráficos 

### Critérios de aceitação
- [x] EVM compreensível em nível de cliente
- [x] Apresentação da situação atual e conclusões",https://github.com/fga-eps-mds/2019.1-ADA/issues/215
2019.1-ADA,"US24 - Eu, como usuário, desejo que a Ada configure no pipeline de deploy a última versão estável do repositório para recolocar o serviço no ar.","## Nome da Issue

US24 - Eu, como usuário, desejo que a Ada verifique qual é a última versão estável do meu projeto e faça o deploy dela.

## Descrição da Issue

Quando o projeto do usuário vai para produção, ou seja, para testes e deploy, pode ser que ele falhe. Nesse caso, o usuário pode pedir à Ada para que ela encontre a versão estável mais recente do projeto dele, correspondente à última pipeline que obteve sucesso no GitLab CI, e a reinicie, ou seja, faça uma requisição à API do GitLab CI para rodar essa pipeline de novo. Esse processo corresponde ao deploy da versão estável mais recente do projeto do usuário.

### Tasks: 
- [x] 1. A partir do pedido do usuário, reconhecer que ele quer realizar o deploy da versão mais recente e estável do projeto dele;
- [x] 2. Ada deve fazer uma requisição ao microserviço ada-gitlab para que essa versão(pipeline) seja reiniciada; 
- [x] 3. O microserviço ada-gitlab faz o deploy dessa versão, via API do GitLab CI, e comunica para a Ada se obteve sucesso ou não
- [x] 4. Ada recebe a informação de sucesso ou não do deploy e comunica ao usuário
- [x] 5. Codar os testes unitários
- [x] 6. Testar tudo via telegram

### Critérios de aceitação

- [x] A nova intent deve ser adicionada aos arquivos de domain, stories e intents
- [x] A nova action referente à intent deve estar funcionando
- [x] O microserviço ada-gitlab deve estar atualizado para realizar essa user story 
- [x] Fluxo de conversa validado pelo PO
- [x] Códigos devem passar nos testes unitários e de flake8",https://github.com/fga-eps-mds/2019.1-ADA/issues/213
